;FQ1;OUT A;OUT B;FQ2;OUT A;OUT B;
8,6;-4,0475755;-4,1042051;8,6;-4,0912228;-4,095046;
8,7;-3,9886701;-4,0891037;8,7;-4,0242624;-4,0062208;
8,8;-4,0062623;-4,096858;8,8;-4,0513177;-4,018014;
9;-4,0961542;-4,2050023;9;-4,1845274;-4,1191158;
9,1;-4,1006365;-4,1747031;9,1;-4,2274127;-4,1731176;
9,2;-4,0865974;-4,146101;9,2;-4,1652398;-4,1350656;
9,3;-4,0069327;-4,110167;9,3;-4,0848937;-4,1026411;
9,5;-4,0166278;-4,0922055;9,5;-4,0399742;-4,0470796;
9,6;-4,0709214;-4,1488819;9,6;-4,1063337;-4,0907264;
9,7;-4,1742935;-4,2785792;9,7;-4,1317158;-4,1147194;
9,8;-4,1024151;-4,187151;9,8;-4,123138;-4,0940404;
10;-4,1232157;-4,1893744;10;-4,133666;-4,120173;
10,1;-4,0765743;-4,1340599;10,1;-4,112195;-4,1019702;
10,2;-4,0683069;-4,1661577;10,2;-4,1037078;-4,0874615;
10,3;-4,1483884;-4,2039671;10,3;-4,2014093;-4,2177591;
10,5;-4,1149483;-4,2334604;10,5;-4,1874275;-4,1255665;
10,6;-4,1064849;-4,1869845;10,6;-4,1306148;-4,1312194;
10,7;-4,1560307;-4,2588973;10,7;-4,1751165;-4,1737494;
10,8;-4,1154966;-4,2274685;10,8;-4,1654348;-4,1306286;
11;-4,0960765;-4,1996417;11;-4,1468205;-4,0811787;
11,1;-4,1406293;-4,2144551;11,1;-4,1942167;-4,1423898;
11,2;-4,2325044;-4,3178072;11,2;-4,2326889;-4,1504359;
11,3;-4,2275543;-4,3150072;11,3;-4,2059846;-4,1834579;
11,5;-4,2591472;-4,3386936;11,5;-4,2417574;-4,2344289;
11,6;-4,1971583;-4,2397208;11,6;-4,1849074;-4,1878433;
11,7;-4,1911182;-4,2226706;11,7;-4,2314901;-4,226428;
11,8;-4,1826482;-4,2262402;11,8;-4,2031498;-4,1864963;
12;-4,1624417;-4,2290864;12;-4,2361465;-4,1493831;
12,1;-4,4405742;-4,4448328;12,1;-4,4656491;-4,3948326;
12,2;-4,3292456;-4,3937769;12,2;-4,3202524;-4,3042469;
12,3;-4,4647169;-4,4834752;12,3;-4,2857976;-4,2973003;
12,5;-4,2568889;-4,2874632;12,5;-4,1900887;-4,2139359;
12,6;-4,2286634;-4,3044825;12,6;-4,2677803;-4,2332039;
12,7;-4,2798772;-4,3189149;12,7;-4,2210689;-4,2202935;
12,8;-4,3096528;-4,3966017;12,8;-4,1871514;-4,1798859;
13;-4,3398075;-4,3907442;13;-4,2910566;-4,2258644;
13,1;-4,3162422;-4,3953867;13,1;-4,3490438;-4,2794995;
13,2;-4,2444263;-4,353929;13,2;-4,2704711;-4,2906213;
13,3;-4,274766;-4,349741;13,3;-4,2755084;-4,2544627;
13,5;-4,2562966;-4,2889047;13,5;-4,2043786;-4,1555204;
13,6;-4,2581491;-4,3659892;13,6;-4,2689247;-4,223495;
13,7;-4,4197216;-4,5739369;13,7;-4,2811847;-4,3288302;
13,8;-4,4961243;-4,6041465;13,8;-4,3203764;-4,3781095;
14;-4,479084;-4,6384377;14;-4,2404118;-4,2240872;
14,1;-4,3287034;-4,4491796;14,1;-4,271565;-4,2398305;
14,2;-4,2570181;-4,514039;14,2;-4,3853092;-4,3287821;
14,3;-4,3168797;-4,4819527;14,3;-4,4784122;-4,3610749;
14,5;-4,3687305;-4,5384717;14,5;-4,4087591;-4,349699;
14,6;-4,3865418;-4,5457139;14,6;-4,4253407;-4,3046608;
14,7;-4,2702265;-4,4476256;14,7;-4,3431621;-4,3424201;
14,8;-4,4443531;-4,5454431;14,8;-4,4919534;-4,4448175;
15;-4,4385028;-4,5777655;15;-4,3886156;-4,3084326;
15,1;-4,2356396;-4,3467908;15,1;-4,2182946;-4,1099181;
15,2;-4,3211656;-4,4660053;15,2;-4,3805418;-4,3238912;
15,3;-4,2716284;-4,456903;15,3;-4,3580794;-4,2737656;
15,5;-4,3117614;-4,4385285;15,5;-4,2819734;-4,1929088;
15,6;-4,3930979;-4,4593477;15,6;-4,3565044;-4,3329725;
15,7;-4,35852;-4,36169;15,7;-4,3214493;-4,3171463;
15,8;-4,3712344;-4,5191827;15,8;-4,4396029;-4,3644547;
16;-4,3843212;-4,490047;16;-4,3321381;-4,322803;
16,1;-4,5199089;-4,6397099;16,1;-4,5441122;-4,4753456;
16,2;-4,3893795;-4,5309749;16,2;-4,4496512;-4,3597794;
16,3;-4,4700947;-4,6380649;16,3;-4,6757965;-4,4791799;
16,5;-4,4410686;-4,6437168;16,5;-4,6592383;-4,4465404;
16,6;-4,363853;-4,4697614;16,6;-4,4728861;-4,3705149;
16,7;-4,4660916;-4,5363364;16,7;-4,3079681;-4,3204398;
16,8;-4,4984956;-4,6120749;16,8;-4,5969377;-4,5074539;
17;-4,6007409;-4,7543788;17;-4,6267147;-4,613585;
17,1;-4,6034026;-4,6497893;17,1;-4,6576881;-4,5727229;
17,2;-4,5002203;-4,6486325;17,2;-4,5706363;-4,5027208;
17,3;-4,6122417;-4,7180176;17,3;-4,8152833;-4,6566725;
17,5;-4,4490194;-4,5721893;17,5;-4,6442685;-4,4807196;
17,6;-4,4257021;-4,5666494;17,6;-4,5079412;-4,3405113;
17,7;-4,358355;-4,5087595;17,7;-4,3542333;-4,3354931;
17,8;-4,3714104;-4,5481124;17,8;-4,4521909;-4,3699899;
18;-4,3205943;-4,5059853;18;-4,3438668;-4,3155804;
18,1;-4,536778;-4,7250586;18,1;-4,4604502;-4,5219221;
18,2;-4,5168476;-4,6904573;18,2;-4,4559422;-4,3813405;
18,3;-4,7007079;-4,7877026;18,3;-4,6400356;-4,5564857;
18,5;-4,7017531;-4,8692732;18,5;-4,6995745;-4,6557436;
18,6;-4,5494976;-4,6640158;18,6;-4,5730958;-4,46346;
18,7;-4,5811162;-4,7687392;18,7;-4,5586395;-4,4073815;
18,8;-4,6949005;-4,773138;18,8;-4,628933;-4,5427098;
19;-4,5727315;-4,7343016;19;-4,461483;-4,4411602;
19,1;-4,6829619;-4,8337927;19,1;-4,6317325;-4,6513858;
19,2;-4,6344604;-4,8378654;19,2;-4,7455745;-4,6734276;
19,3;-4,4870057;-4,5960665;19,3;-4,543232;-4,541039;
19,5;-4,6374912;-4,7796187;19,5;-4,6157341;-4,442996;
19,6;-4,7585673;-4,9389424;19,6;-4,7949505;-4,6784396;
19,7;-4,7072077;-4,8285379;19,7;-4,6758852;-4,5362015;
19,8;-4,4898558;-4,530437;19,8;-4,4224463;-4,3404632;
20;-4,6875644;-4,7696433;20;-4,6032619;-4,519618;
20,1;-4,5365114;-4,5685663;20,1;-4,5598989;-4,4762692;
20,2;-4,5962586;-4,6672597;20,2;-4,7652802;-4,6422405;
20,3;-4,6403642;-4,6667933;20,3;-4,6223178;-4,5066614;
20,5;-4,7409182;-4,8342943;20,5;-4,7605143;-4,6652923;
20,6;-4,8891664;-4,9500508;20,6;-5,0724635;-4,893868;
20,7;-5,1508965;-5,1789331;20,7;-5,513885;-5,1235161;
20,8;-4,8361535;-4,8171306;20,8;-4,8800721;-4,7315474;
21;-4,7167635;-4,759037;21;-4,811347;-4,558486;
21,1;-4,9798236;-5,0599456;21,1;-5,140635;-4,8363338;
21,2;-5,0015707;-5,0137973;21,2;-5,1437593;-4,9720674;
21,3;-4,7030344;-4,691061;21,3;-4,6455598;-4,5664287;
21,5;-4,9896593;-5,0105686;21,5;-5,0283546;-4,9278407;
21,6;-4,9105129;-5,0160947;21,6;-5,1826081;-4,9841781;
21,7;-5,1153154;-5,2727399;21,7;-5,7640858;-5,439744;
21,8;-4,9704204;-5,0183954;21,8;-5,1377025;-5,0938139;
22;-4,690156;-4,7995696;22;-4,8395977;-4,7995696;
22,1;-4,5041466;-4,6346364;22,1;-4,9060888;-4,6346364;
22,2;-5,000093;-5,0165262;22,2;-5,2385583;-5,0165262;
22,3;-4,5007505;-4,5716162;22,3;-4,5926881;-4,5716162;
22,5;-4,3688779;-4,4794846;22,5;-4,8714752;-4,4794846;
22,6;-4,781188;-4,8978796;22,6;-5,2952857;-4,8978796;
22,7;-4,2775741;-4,4190145;22,7;-4,8016915;-4,4190145;
22,8;-4,4836245;-4,6344166;22,8;-5,2540107;-4,6344166;
23;-4,8079123;-4,9522443;23;-5,7705369;-4,9522443;
23,1;-4,4628472;-4,6143856;23,1;-5,5510874;-4,6143856;
23,2;-4,5050392;-4,6555572;23,2;-5,9266729;-4,6555572;
23,3;-4,593008;-4,7459607;23,3;-6,1528649;-4,7459607;
23,5;-4,6821318;-4,8026185;23,5;-6,6821318;-4,8026185;
23,6;-4,5642848;-4,7618532;23,6;-6,5642848;-4,7618532;
23,7;-4,8181009;-5,0743113;23,7;-6,8181009;-5,0743113;
23,8;-4,9274945;-5,2071247;23,8;-6,9274945;-5,2071247;
24;-5,0367427;-5,2820325;24;-6,0367427;-5,2820325;
24,1;-5,1010633;-5,3001738;24,1;-6,1010633;-5,3001738;
24,2;-4,8734846;-5,1615548;24,2;-6,8734846;-5,1615548;
24,3;-4,7850862;-5,1108294;24,3;-6,7850862;-5,1108294;
24,5;-5,2908373;-5,5485363;24,5;-6,2908373;-5,5485363;
24,6;-4,9340839;-5,1200376;24,6;-6,9340839;-5,1200376;
24,7;-4,6929612;-4,9849238;24,7;-6,6929612;-4,9849238;
24,8;-4,9331288;-5,2048321;24,8;-6,9331288;-5,2048321;
25;-4,8479495;-5,085979;25;-6,8479495;-5,085979;
